Gene	HPV_positive_rates	HPV_negative_rates
KIFC1	2.579516e-06	1.387717e-06
KIFC2	2.160249e-06	1.105387e-06
KIFC3	3.195545e-06	1.502232e-06
KILLIN	1.944936e-06	1.924236e-06
KIN	1.302915e-06	1.627921e-06
KIR2DL1	1.206623e-06	1.029863e-06
KIR2DL3	2.09185e-06	3.390878e-06
KIR2DL4	2.318964e-06	2.139558e-06
KIR2DS4	1.179308e-06	2.74248e-06
KIR3DL1	2.656881e-06	3.129935e-06
KIR3DL2	2.120201e-06	2.955432e-06
KIR3DL3	8.263944e-07	3.118677e-06
KIR3DP1	1.879352e-06	2.259151e-06
KIRREL	1.488039e-06	6.794744e-07
KIRREL2	7.106033e-07	2.837109e-06
KIRREL3	2.117044e-06	2.793583e-06
KISS1	2.208299e-06	1.303155e-06
KISS1R	1.360975e-06	9.511622e-07
KIT	0	4.604291e-07
KITLG	2.015081e-06	1.893806e-06
KL	0	1.437562e-06
KLB	1.102131e-06	1.548751e-06
KLC1	4.787037e-07	1.281673e-06
KLC2	1.365643e-06	8.738108e-07
KLC3	1.411494e-06	1.433905e-06
KLC4	1.597086e-06	2.138303e-06
KLF1	9.807864e-07	2.100753e-06
KLF10	1.45864e-06	1.071179e-06
KLF11	7.948203e-07	1.368025e-06
KLF12	1.824799e-06	1.778503e-06
KLF13	8.80198e-07	1.21198e-06
KLF14	1.59143e-06	1.697008e-06
KLF15	8.501146e-07	2.231771e-06
KLF16	1.529551e-06	1.24806e-06
KLF17	1.912604e-06	1.575423e-06
KLF2	4.641692e-07	1.420296e-06
KLF3	8.37441e-07	1.708305e-06
KLF4	6.882412e-07	1.263556e-06
KLF5	2.878688e-07	7.323848e-07
KLF6	0	8.731914e-07
KLF7	1.537122e-06	1.881355e-06
KLF8	8.308477e-07	2.082578e-06
KLF9	0	4.36805e-07
KLHDC1	1.266047e-06	1.646422e-06
KLHDC10	1.157846e-06	0
KLHDC2	1.218211e-06	1.02508e-06
KLHDC3	6.171857e-07	1.47235e-06
KLHDC4	2.705176e-06	1.606699e-06
KLHDC5	9.618361e-07	3.011983e-06
KLHDC7A	1.707943e-06	2.493023e-06
KLHDC7B	2.819547e-07	1.250979e-06
KLHDC8A	6.178961e-07	1.544055e-06
KLHDC8B	1.29024e-06	1.451762e-06
KLHDC9	1.871378e-06	2.208665e-06
KLHL1	2.092907e-06	6.051796e-06
KLHL10	1.106549e-06	1.229023e-06
KLHL11	6.616034e-07	1.106545e-06
KLHL12	2.817902e-07	1.161061e-06
KLHL13	6.855283e-07	1.321566e-06
KLHL14	1.958804e-06	7.920931e-06
KLHL15	1.477345e-06	1.036927e-06
KLHL17	6.320617e-07	1.257116e-06
KLHL18	2.730463e-07	1.670971e-06
KLHL2	1.686773e-06	2.729818e-06
KLHL20	2.433201e-06	1.953181e-06
KLHL21	1.000794e-06	2.088094e-06
KLHL22	1.152835e-06	1.257426e-06
KLHL23	1.444883e-06	1.591614e-06
KLHL24	6.692052e-07	1.950569e-06
KLHL25	3.909916e-06	2.658282e-06
KLHL26	1.39797e-06	1.657571e-06
KLHL28	1.220073e-06	0
KLHL29	1.921742e-06	1.92089e-06
KLHL3	1.484457e-06	1.589784e-06
KLHL30	1.443329e-06	1.38175e-06
KLHL31	1.64276e-06	1.407455e-06
KLHL32	0	2.752694e-06
KLHL33	1.930548e-06	1.910001e-06
KLHL34	1.656163e-06	2.888554e-06
KLHL35	7.716163e-07	1.259223e-06
KLHL36	1.63295e-06	1.598915e-06
KLHL38	1.006301e-06	1.962957e-06
KLHL4	3.013217e-06	3.981383e-06
KLHL5	1.585756e-06	1.607901e-06
KLHL6	1.183323e-06	2.384188e-06
KLHL7	5.750522e-07	1.580235e-06
KLHL8	8.706971e-07	1.59853e-06
KLHL9	5.276136e-07	1.089738e-06
KLK1	1.047789e-06	1.643123e-06
KLK10	2.393479e-07	1.574601e-06
KLK11	5.041396e-07	1.46547e-06
KLK12	1.331149e-06	3.257411e-06
KLK13	1.641185e-06	4.610177e-06
KLK14	1.367293e-06	2.51024e-06
KLK15	8.301814e-07	2.54448e-06
KLK2	1.586624e-06	2.872144e-06
KLK3	1.30197e-06	2.191121e-06
KLK4	1.880982e-06	2.621079e-06
KLK5	8.654457e-07	1.228872e-06
KLK6	8.178293e-07	2.529921e-06
KLK7	1.208535e-06	2.580876e-06
KLK8	5.109019e-07	2.06324e-06
KLK9	8.285519e-07	2.662022e-06
KLKB1	1.076348e-06	5.785505e-07
KLRAQ1	1.92634e-06	8.514957e-07
KLRB1	9.269282e-07	2.269021e-06
KLRC1	6.881758e-07	9.475769e-07
KLRC2	6.98345e-07	1.083369e-06
KLRC3	0	2.441187e-07
KLRC4	0	2.449122e-07
KLRD1	5.397674e-07	1.114841e-06
KLRF1	2.056126e-06	1.405384e-06
KLRG1	1.380736e-06	1.580802e-06
KLRG2	5.99196e-07	1.447111e-06
KLRK1	6.991648e-07	9.62708e-07
KMO	8.464734e-07	1.706224e-06
KNCN	8.833948e-07	1.756996e-06
KNDC1	1.454512e-06	1.092981e-06
KNG1	1.216677e-06	2.094114e-06
KNTC1	1.34989e-06	3.177399e-06
KPNA1	1.292553e-06	1.532578e-06
KPNA2	2.26715e-07	5.215937e-07
KPNA3	1.040448e-06	1.885455e-06
KPNA4	1.993261e-06	1.661627e-06
KPNA5	1.48394e-06	2.769802e-06
KPNA6	6.786586e-06	1.104273e-06
KPNA7	1.933261e-06	1.912685e-06
KPNB1	1.106676e-06	0
KPRP	1.363844e-06	1.460614e-06
KPTN	1.577042e-06	1.4165e-06
KRAS	9.847405e-07	2.209662e-06
KRBA1	6.339094e-07	1.758827e-06
KRBA2	2.604779e-06	2.246169e-06
KRCC1	1.311047e-06	2.265005e-06
KREMEN1	1.168676e-06	1.251598e-06
KREMEN2	1.732935e-06	1.768732e-06
KRI1	1.250453e-06	5.793063e-06
KRIT1	5.054583e-07	1.424508e-06
KRR1	3.168854e-07	2.668867e-06
KRT1	1.443741e-06	4.912312e-06
KRT10	1.068551e-06	9.263932e-07
KRT12	1.433904e-06	3.15305e-06
KRT13	1.761437e-06	1.784005e-06
KRT14	1.687166e-06	1.376667e-06
KRT15	1.270588e-06	0
KRT16	1.776862e-06	8.896938e-07
KRT17	4.224677e-06	1.330937e-06
KRT18	8.676564e-06	1.480607e-06
KRT19	1.455315e-06	1.669901e-06
KRT2	1.463717e-06	1.857775e-06
KRT20	2.014281e-06	2.219111e-06
KRT222	1.026981e-06	3.142425e-06
KRT23	2.902033e-06	1.783357e-06
KRT24	1.324749e-06	1.216067e-06
KRT25	7.319449e-07	1.186036e-06
KRT26	5.081254e-07	1.566808e-06
KRT27	7.294765e-07	3.012455e-06
KRT28	5.081254e-07	1.566808e-06
KRT3	1.521421e-06	1.684692e-06
KRT31	2.927888e-06	3.886582e-06
KRT32	2.069913e-06	2.573049e-06
KRT33A	3.152842e-06	2.631075e-06
KRT33B	2.193071e-06	2.552757e-06
KRT34	1.743909e-06	1.556371e-06
KRT35	2.283482e-06	0
KRT36	2.350134e-06	2.756587e-06
KRT37	2.831335e-06	6.591735e-06
KRT38	2.85639e-06	2.403548e-06
KRT39	1.929473e-06	2.140175e-06
KRT4	1.548111e-06	1.590283e-06
KRT40	1.392302e-06	1.874514e-06
KRT5	1.606522e-06	0
KRT6A	8.760391e-07	1.943408e-06
KRT6B	1.388887e-06	2.409579e-06
KRT6C	1.516105e-06	1.78688e-06
KRT7	2.450791e-06	1.718715e-06
KRT71	1.038944e-06	1.118716e-06
KRT72	2.155947e-06	2.653854e-06
KRT73	1.460178e-06	2.10148e-06
KRT74	6.859068e-07	2.133763e-06
KRT75	7.875213e-07	2.220727e-06
KRT76	9.374962e-07	1.00832e-06
KRT77	1.773248e-06	1.482291e-06
KRT78	7.641305e-07	1.466562e-06
KRT79	1.211931e-06	1.636187e-06
KRT8	1.266074e-06	1.627088e-06
KRT80	8.027744e-07	1.678528e-06
KRT81	1.236625e-06	2.237934e-06
KRT82	6.788016e-07	1.71356e-06
KRT83	1.319502e-06	1.968042e-06
KRT84	8.758715e-07	1.405486e-06
KRT85	1.254838e-06	2.03438e-06
KRT86	9.775723e-07	9.982296e-07
KRT9	8.993052e-07	1.198149e-06
KRTAP1-1	8.552694e-07	2.355309e-06
KRTAP1-3	1.375389e-06	2.252204e-06
KRTAP1-5	1.329671e-06	2.102119e-06
KRTAP10-1	1.047316e-06	1.861937e-06
KRTAP10-10	1.367693e-06	4.488451e-06
KRTAP10-11	9.183479e-07	2.435353e-06
KRTAP10-12	1.443904e-06	1.546354e-06
KRTAP10-2	7.606281e-07	1.861937e-06
KRTAP10-3	7.606281e-07	2.207362e-06
KRTAP10-4	7.606281e-07	1.417934e-06
KRTAP10-5	1.431418e-06	1.75198e-06
KRTAP10-6	1.367693e-06	1.987855e-06
KRTAP10-7	1.367693e-06	2.192386e-06
KRTAP10-8	1.367693e-06	1.987855e-06
KRTAP10-9	1.367693e-06	1.987855e-06
KRTAP11-1	4.259106e-06	3.709192e-06
KRTAP12-1	1.443904e-06	1.546354e-06
KRTAP12-2	1.367693e-06	1.987855e-06
KRTAP12-3	1.367693e-06	1.987855e-06
KRTAP12-4	1.367693e-06	1.987855e-06
KRTAP13-1	3.905139e-06	4.660191e-06
KRTAP13-2	3.869894e-06	4.499717e-06
KRTAP13-3	3.869894e-06	4.499717e-06
KRTAP13-4	3.869894e-06	4.499717e-06
KRTAP15-1	3.869894e-06	5.879469e-06
KRTAP17-1	1.996247e-05	2.419225e-06
KRTAP19-1	3.869894e-06	4.499717e-06
KRTAP19-2	3.869894e-06	4.499717e-06
KRTAP19-3	3.44028e-06	5.857005e-06
KRTAP19-4	3.869894e-06	4.437252e-06
KRTAP19-5	3.869894e-06	4.499717e-06
KRTAP19-6	3.182423e-06	4.041183e-06
KRTAP19-7	3.182423e-06	4.041183e-06
KRTAP19-8	2.659384e-06	5.560529e-06
KRTAP2-1	1.947183e-06	1.926459e-06
KRTAP2-2	1.947392e-06	1.926666e-06
KRTAP2-4	1.947166e-06	1.926442e-06
KRTAP20-1	3.559804e-06	4.041183e-06
KRTAP20-2	3.182423e-06	6.172488e-06
KRTAP20-3	2.301951e-06	1.929864e-06
KRTAP21-1	4.053814e-06	4.792505e-06
KRTAP21-2	4.053814e-06	4.927322e-06
KRTAP21-3	2.301272e-06	1.929639e-06
KRTAP22-1	3.559804e-06	4.041183e-06
KRTAP22-2	2.302108e-06	1.929916e-06
KRTAP23-1	3.869894e-06	4.499717e-06
KRTAP24-1	3.462932e-06	2.297239e-06
KRTAP25-1	2.059758e-06	1.928117e-06
KRTAP26-1	3.462932e-06	4.297311e-06
KRTAP27-1	4.516283e-06	4.499717e-06
KRTAP3-1	1.107353e-06	1.524758e-06
KRTAP3-2	1.392302e-06	1.874514e-06
KRTAP3-3	1.392302e-06	1.874514e-06
KRTAP4-1	1.638278e-06	1.921617e-06
KRTAP4-11	1.945737e-06	1.925028e-06
KRTAP4-12	1.679216e-06	2.825998e-06
KRTAP4-2	1.602678e-06	2.574591e-06
KRTAP4-3	1.961092e-06	2.743169e-06
KRTAP4-4	1.75915e-06	2.601669e-06
KRTAP4-5	1.728827e-06	2.531633e-06
KRTAP4-7	1.946974e-06	3.188059e-06
KRTAP4-8	1.946102e-06	1.92539e-06
KRTAP4-9	1.945266e-06	1.924563e-06
KRTAP5-1	6.128964e-07	1.03146e-06
KRTAP5-10	2.007307e-06	2.149732e-06
KRTAP5-11	2.007307e-06	2.268609e-06
KRTAP5-2	6.149683e-07	1.034947e-06
KRTAP5-3	6.13987e-07	1.033295e-06
KRTAP5-4	1.94384e-06	1.942978e-06
KRTAP5-5	6.138483e-07	1.033062e-06
KRTAP5-6	6.158481e-07	1.036427e-06
KRTAP5-7	2.007307e-06	2.149732e-06
KRTAP5-8	2.007307e-06	2.149732e-06
KRTAP5-9	9.135816e-07	1.863625e-06
KRTAP6-1	3.182423e-06	4.041183e-06
KRTAP6-2	3.182423e-06	6.172488e-06
KRTAP6-3	3.182423e-06	4.041183e-06
KRTAP7-1	2.060302e-06	1.928342e-06
KRTAP8-1	3.993694e-06	4.665884e-06
KRTAP9-2	1.29594e-06	2.339588e-06
KRTAP9-3	2.139981e-06	2.455521e-06
KRTAP9-4	1.306615e-06	5.495155e-06
KRTAP9-8	1.29594e-06	2.339588e-06
KRTAP9-9	3.04508e-07	3.167963e-06
KRTCAP2	4.64422e-07	2.131604e-06
KRTCAP3	2.452888e-06	1.37601e-06
KRTDAP	1.512656e-06	2.129121e-06
KSR1	2.334717e-06	2.946868e-06
KSR2	2.985273e-06	2.740361e-06
KTELC1	1.939401e-06	1.91876e-06
KTI12	0	6.949678e-07
KTN1	0	7.653762e-07
KY	2.57791e-07	2.248098e-06
KYNU	1.254501e-06	1.929041e-06
L1CAM	2.304994e-06	1.57089e-06
L1TD1	7.475115e-07	8.736387e-07
L2HGDH	9.404894e-07	1.213306e-06
L3MBTL	1.924805e-06	8.230493e-07
L3MBTL2	1.55177e-06	1.900973e-06
L3MBTL3	9.19591e-07	4.217171e-06
L3MBTL4	2.211621e-06	3.468224e-06
LACE1	1.621036e-06	0
LACRT	1.450581e-06	2.47821e-06
LACTB	1.266628e-06	1.550285e-06
LACTB2	1.234497e-06	1.208767e-06
LAD1	8.263787e-07	3.04713e-06
LAG3	5.132722e-07	1.230008e-06
LAGE3	1.609799e-06	1.941377e-06
LAIR1	9.337362e-07	2.987844e-06
LAIR2	1.015717e-06	2.758313e-06
LALBA	2.883556e-07	1.544077e-06
LAMA1	5.102543e-07	2.293462e-06
LAMA2	0	1.82162e-06
LAMA3	0	1.076252e-06
LAMA4	9.654112e-07	2.210901e-06
LAMA5	0	2.058971e-06
LAMB1	5.639204e-07	9.759611e-07
LAMB2	6.846539e-07	1.026763e-06
LAMB3	2.621035e-07	7.215408e-07
LAMB4	6.327608e-07	5.526657e-07
LAMC1	0	1.409671e-06
LAMC2	1.493359e-06	1.096675e-06
LAMC3	7.326233e-07	1.391135e-06
LAMP1	6.12413e-07	1.545969e-06
LAMP2	5.621922e-07	1.017108e-06
LAMP3	6.571783e-07	4.992408e-06
LANCL1	6.340619e-07	1.358102e-06
LANCL2	1.47551e-06	2.257432e-06
LANCL3	5.737886e-07	1.755717e-06
LAP3	0	2.196671e-06
LAPTM4A	1.797439e-06	2.699629e-06
LAPTM4B	1.709696e-06	9.416598e-07
LAPTM5	1.43202e-06	2.245667e-06
LARGE	3.729383e-06	3.580132e-06
LARP1	1.657717e-06	1.801214e-06
LARP1B	1.231707e-06	1.319101e-06
LARP4	1.15073e-06	8.450594e-07
LARP4B	1.878138e-06	1.74564e-06
LARP6	1.699546e-06	1.337241e-06
LARP7	1.065957e-06	1.340667e-06
LARS	1.661918e-06	1.186558e-06
LARS2	1.925009e-06	7.885117e-07
LAS1L	1.914941e-06	1.559338e-06
LASP1	1.924413e-06	1.079549e-06
LASS1	1.938899e-06	1.918263e-06
LASS2	1.938865e-06	1.918229e-06
LASS3	1.940128e-06	1.919479e-06
LASS4	1.937776e-06	1.917152e-06
LASS5	1.938865e-06	1.918229e-06
LASS6	1.939124e-06	1.918486e-06
LAT	2.949698e-07	1.760009e-06
LAT2	1.669864e-06	1.064492e-06
LATS1	8.704357e-07	1.50927e-06
LATS2	4.486504e-07	1.393405e-06
LAX1	9.998795e-07	1.399366e-06
LAYN	5.665547e-07	1.343526e-06
LBH	0	3.056651e-06
LBP	2.057201e-06	1.748545e-06
LBR	0	2.414189e-07
LBX1	1.944963e-06	2.082965e-06
LBX2	1.546455e-06	1.940098e-06
LBXCOR1	1.916845e-06	7.010101e-07
LCA5	0	2.411077e-07
LCA5L	0	1.416621e-06
LCAT	5.019831e-07	1.766402e-06
LCE1A	1.449362e-06	1.090473e-05
LCE1B	2.321387e-06	2.739781e-06
LCE1C	1.363844e-06	1.460614e-06
LCE1D	1.363844e-06	1.460614e-06
LCE1E	1.363844e-06	1.460614e-06
LCE1F	1.363844e-06	1.460614e-06
LCE2A	9.228114e-07	1.040984e-05
LCE2B	1.75761e-06	6.597937e-06
LCE2C	9.228114e-07	9.987815e-06
LCE2D	9.228114e-07	1.905984e-06
LCE3A	9.838714e-07	4.211386e-06
LCE3B	9.838714e-07	2.00701e-06
LCE3C	9.838714e-07	2.00701e-06
LCE3D	1.390993e-06	2.642783e-06
LCE3E	9.838714e-07	2.00701e-06
LCE4A	9.228114e-07	1.148857e-05
LCE5A	1.414433e-06	1.514792e-06
LCE6A	2.060804e-06	1.928549e-06
LCK	1.971382e-06	2.136671e-06
LCLAT1	3.193503e-07	1.807763e-06
LCMT1	6.395649e-07	4.500979e-06
LCMT2	1.564416e-06	1.504456e-06
LCN1	1.581246e-06	2.75789e-06
LCN10	1.440304e-06	1.133264e-06
LCN12	1.18313e-06	1.583847e-06
LCN15	1.992992e-06	1.045421e-06
LCN2	8.908384e-07	1.362924e-06
LCN6	0	1.749672e-06
LCN8	1.2595e-06	1.252518e-06
LCN9	2.241552e-06	1.85189e-06
LCNL1	6.30106e-07	1.542432e-06
LCOR	7.536141e-07	1.191412e-06
LCORL	8.716004e-07	1.360211e-06
LCP1	2.762959e-06	1.279209e-06
LCP2	1.628491e-06	1.832307e-06
LCT	3.856507e-06	2.049425e-06
LCTL	2.859377e-06	1.002847e-06
LDB1	2.363353e-06	1.45683e-06
LDB2	1.272243e-06	3.114315e-06
LDB3	2.55407e-06	1.186608e-06
LDHA	3.220672e-06	1.683533e-06
LDHAL6A	1.390492e-06	1.755073e-06
LDHAL6B	0	1.016175e-06
LDHB	2.37703e-06	3.400759e-06
LDHC	1.157337e-06	1.062389e-06
LDHD	1.530224e-06	1.677818e-06
LDLR	6.589712e-07	1.312786e-06
LDLRAD1	1.936794e-06	1.523914e-06
LDLRAD2	6.770733e-06	1.792768e-06
LDLRAD3	2.309087e-06	2.048995e-06
LDLRAP1	5.125733e-07	1.019464e-06
LDOC1	1.791736e-06	3.512825e-06
LDOC1L	1.342742e-06	1.438014e-06
LEAP2	0	9.162376e-07
LECT1	9.617116e-07	2.722006e-06
LECT2	1.101915e-06	1.573466e-06
LEF1	1.439916e-06	2.602337e-06
LEFTY1	1.877239e-06	1.759131e-06
LEFTY2	2.561865e-06	1.916192e-06
LEKR1	1.290103e-06	1.01154e-06
LELP1	6.699373e-07	3.53611e-06
LEMD1	7.189579e-07	1.484943e-06
LEMD2	1.572792e-06	1.706229e-06
LEMD3	1.757063e-06	1.336122e-06
LENEP	7.123496e-07	1.798249e-06
LENG1	3.25807e-06	2.492315e-06
LENG8	5.231947e-07	1.720974e-06
LENG9	0	2.605832e-06
LEO1	7.139991e-07	1.263866e-06
LEP	1.139054e-06	2.004078e-06
LEPR	1.243266e-06	2.168411e-06
LEPRE1	2.403885e-06	0
LEPREL1	1.693771e-06	0
LEPREL2	2.542053e-07	1.702265e-06
LEPROT	2.735514e-07	9.20734e-07
LEPROTL1	2.670655e-06	1.63437e-06
LETM1	1.03372e-06	1.064658e-06
LETM2	1.342792e-06	1.672854e-06
LETMD1	1.198144e-06	1.191503e-06
LEUTX	1.946085e-06	1.925373e-06
LFNG	7.786222e-07	4.543637e-06
LGALS1	0	1.307367e-06
LGALS12	1.935205e-06	2.126319e-06
LGALS13	1.178297e-06	2.443973e-06
LGALS14	1.513477e-06	4.875855e-06
LGALS2	1.621779e-06	1.364667e-06
LGALS3	6.138266e-07	1.220848e-06
LGALS3BP	1.272932e-06	1.882584e-06
LGALS4	9.154474e-07	1.493945e-06
LGALS7	1.100688e-06	1.178785e-06
LGALS7B	1.100688e-06	1.128777e-06
LGALS8	2.001762e-06	1.939623e-06
LGALS9	8.214139e-07	1.633721e-06
LGALS9B	2.280807e-06	2.326322e-06
LGALS9C	6.951183e-07	9.571363e-07
LGI1	7.89251e-07	1.730752e-06
LGI2	1.359035e-06	2.098462e-06
LGI3	1.706368e-06	9.642509e-07
LGI4	1.479262e-06	2.261623e-06
LGMN	5.20246e-07	1.830666e-06
LGR4	1.483419e-06	2.044846e-06
LGR5	1.735624e-06	2.276873e-06
LGR6	2.60011e-07	1.476318e-06
LGSN	9.129102e-07	4.941965e-06
LGTN	7.235644e-07	1.551116e-06
LHB	2.384216e-06	1.231096e-06
LHCGR	2.359231e-06	7.747362e-07
LHFP	6.031736e-07	2.282733e-06
LHFPL1	1.99503e-06	2.747037e-06
LHFPL2	2.010565e-06	9.375454e-06
LHFPL3	1.618488e-06	3.714269e-06
LHFPL4	2.868943e-07	1.931289e-06
LHFPL5	2.147584e-06	4.495732e-06
LHPP	8.38119e-07	1.581462e-06
LHX1	8.59475e-07	2.522918e-06
LHX2	9.712123e-07	2.030717e-06
LHX3	9.623854e-07	1.501833e-06
LHX4	9.784798e-07	3.894546e-06
LHX5	1.169454e-06	3.246696e-06
LHX6	1.61396e-06	0
LHX8	3.149093e-06	5.082624e-06
LHX9	1.851912e-06	6.843503e-06
LIAS	1.394383e-06	1.137767e-06
LIF	1.813084e-06	1.902101e-06
LIFR	0	6.20641e-07
LIG1	5.194349e-07	6.06647e-07
LIG3	1.848241e-06	0
LIG4	1.659887e-06	3.046333e-06
LILRA1	1.034901e-06	4.017878e-06
LILRA2	1.015717e-06	1.296664e-05
LILRA3	1.864465e-06	1.406616e-06
LILRA4	9.337362e-07	2.892823e-06
LILRA5	1.231958e-06	2.940309e-06
LILRA6	1.528901e-06	2.479463e-06
LILRB1	9.609623e-07	1.663872e-06
LILRB2	1.563876e-06	2.536184e-06
LILRB3	6.388835e-07	1.368429e-06
LILRB4	9.300809e-07	1.458536e-06
LILRB5	1.933877e-06	3.689076e-06
LIM2	2.571415e-06	3.501344e-06
LIMA1	1.34901e-06	7.062573e-07
LIMCH1	0	6.291983e-07
LIMD1	1.468832e-06	1.607253e-06
LIMD2	1.16179e-06	1.333096e-06
LIME1	1.267458e-06	1.696736e-06
LIMK1	6.209539e-07	2.461512e-06
LIMK2	1.486924e-06	2.002253e-06
LIMS1	1.526903e-06	2.055733e-06
LIMS2	1.533192e-06	1.720167e-06
LIMS3	6.141952e-07	1.033646e-06
LIN28A	8.898721e-07	1.49759e-06
LIN28B	2.945349e-06	2.954057e-06
LIN37	7.17617e-07	1.427278e-06
LIN52	1.564416e-06	1.436072e-06
LIN54	8.634691e-07	7.779982e-07
LIN7A	1.513066e-06	1.36589e-05
LIN7B	1.55629e-06	1.547663e-06
LIN7C	8.630578e-07	1.232393e-06
LIN9	1.967954e-06	1.618326e-06
LINGO1	1.641946e-06	2.912384e-06
LINGO2	2.164336e-06	5.353252e-06
LINGO3	1.003514e-06	2.043859e-06
LINGO4	1.23671e-06	1.958183e-06
LINS1	1.927177e-06	8.678258e-07
LIPA	1.266379e-06	1.697938e-06
LIPC	1.203892e-06	1.796947e-06
LIPE	6.416556e-07	1.883213e-06
LIPF	8.485384e-07	1.601122e-06
LIPG	5.559489e-07	1.30837e-06
LIPH	1.70156e-06	1.475188e-06
LIPI	2.042995e-06	3.411863e-06
LIPJ	1.907255e-06	1.866213e-06
LIPK	1.790804e-06	1.369906e-06
LIPM	1.938242e-06	1.917613e-06
LIPN	1.499923e-06	9.746741e-07
LIPT1	2.667836e-07	1.428564e-06
LIPT2	1.942242e-06	1.921571e-06
LITAF	4.546461e-07	2.434524e-06
LIX1	1.530117e-06	1.950814e-06
LIX1L	6.116118e-07	1.029298e-06
LLGL1	1.713497e-06	8.990943e-07
LLGL2	5.612452e-07	1.697516e-06
LLPH	1.256361e-06	1.489665e-06
LMAN1	5.312593e-07	1.090652e-06
LMAN1L	2.255067e-06	8.297742e-07
LMAN2	1.193261e-06	1.77997e-06
LMAN2L	1.469506e-06	1.844852e-06
LMBR1	1.913319e-06	1.375298e-06
LMBR1L	1.800758e-06	1.510213e-06
LMBRD1	6.483438e-07	1.410085e-06
LMBRD2	0	1.361855e-06
LMCD1	6.650696e-07	3.391708e-07
LMF1	2.8356e-06	1.735312e-06
LMF2	7.82166e-07	1.231147e-06
LMLN	2.080456e-06	0
LMNA	1.990125e-06	1.084151e-06
LMNB1	7.09409e-07	0
LMNB2	1.38258e-06	1.370513e-06
LMO1	1.426967e-06	2.001234e-06
LMO2	1.948606e-06	2.136553e-06
LMO3	1.436234e-06	2.680758e-06
LMO4	6.468439e-07	2.078219e-06
LMO7	1.023644e-06	1.59743e-06
LMOD1	3.211718e-06	1.397974e-06
LMOD2	1.524884e-06	3.305043e-06
LMOD3	1.187606e-06	9.605808e-07
LMTK2	1.398892e-06	1.820032e-06
LMTK3	1.737219e-06	0
LMX1A	4.629533e-07	6.000798e-06
LMX1B	1.620819e-06	2.04579e-06
LNP1	1.417199e-06	1.264795e-06
LNPEP	1.669565e-06	1.192018e-06
LNX1	9.13476e-07	2.131275e-06
LNX2	1.224826e-06	2.576616e-06
LOC100128071	6.153774e-07	1.035635e-06
LOC100128542	6.151162e-07	1.035196e-06
LOC100130274	1.933398e-06	1.912821e-06
LOC100130932	2.061977e-06	1.929034e-06
LOC100130933	2.299863e-06	1.929172e-06
LOC100131801	2.299603e-06	1.929086e-06
LOC100132247	1.519077e-06	6.093143e-07
LOC100132963	2.058504e-06	1.927599e-06
LOC100133893	1.940353e-06	1.919702e-06
LOC100287428	1.936498e-06	1.915888e-06
LOC100287718	1.944396e-06	1.923702e-06
LOC100288797	1.945946e-06	1.925235e-06
LOC100302652	1.933003e-06	1.91243e-06
LOC150786	1.943024e-06	1.922344e-06
LOC153328	1.946311e-06	1.925597e-06
LOC200030	1.503437e-06	5.493793e-07
LOC200726	1.152322e-06	2.380018e-06
LOC221710	2.059048e-06	1.927823e-06
LOC283999	1.934827e-06	1.914234e-06
LOC285033	2.443148e-06	1.868927e-06
LOC286238	1.627622e-06	2.178884e-06
LOC339047	1.926203e-06	8.488878e-07
LOC342346	1.523308e-06	6.275955e-07
LOC360030	1.946625e-06	1.925907e-06
LOC375190	1.94219e-06	1.92152e-06
LOC388588	2.060846e-06	1.928567e-06
LOC388946	1.94471e-06	1.924012e-06
LOC389333	1.520192e-06	6.14039e-07
LOC389493	2.05817e-06	1.92746e-06
LOC390595	1.936688e-06	1.916076e-06
LOC391322	1.947078e-06	1.926356e-06
LOC400696	1.946974e-06	1.926252e-06
LOC401052	2.374996e-06	9.285831e-07
LOC401097	1.941098e-06	1.920439e-06
LOC401387	1.924123e-06	8.110076e-07
LOC402644	1.947113e-06	1.92639e-06
LOC402778	1.9472e-06	1.926476e-06
LOC440563	1.942225e-06	1.921554e-06
LOC441056	9.61568e-07	3.804555e-07
LOC441294	1.925845e-06	8.421173e-07
LOC441869	1.93419e-06	1.913604e-06
LOC55908	1.944101e-06	1.92341e-06
LOC642587	2.057419e-06	1.92715e-06
LOC642597	2.299863e-06	1.929172e-06
LOC643008	2.060344e-06	1.928359e-06
LOC643596	1.945719e-06	1.925011e-06
LOC643677	6.147249e-07	0
LOC644538	2.059131e-06	1.927858e-06
LOC645961	1.523268e-06	6.274179e-07
LOC646498	1.944884e-06	1.924184e-06
LOC646627	2.059758e-06	1.928117e-06
LOC646851	1.934344e-06	1.913757e-06
LOC647309	1.940786e-06	1.92013e-06
LOC649330	0	2.639588e-06
LOC653486	6.163982e-07	1.037353e-06
LOC653543	1.522948e-06	6.260008e-07
LOC653544	8.310065e-07	0
LOC653545	8.310065e-07	0
LOC653548	8.310065e-07	0
LOC728392	0	3.538274e-07
LOC728410	8.913133e-07	3.160341e-07
LOC728819	0	3.520913e-07
LOC729020	1.944292e-06	1.923599e-06
LOC729991	2.057836e-06	1.927322e-06
LOC729991-MEF2B	1.940353e-06	1.919702e-06
LOC730755	1.947166e-06	1.926442e-06
LOC81691	4.531818e-07	1.677676e-06
LOH12CR1	8.877644e-07	1.539317e-06
LONP1	1.188925e-06	1.888989e-06
LONP2	8.621849e-07	1.407025e-06
