gene	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	r_x_X	r_n_N	r_nns_Nns	r_ns_Ns	r_nnc_Nnc	r_nsnc_Nsnc
A1BG	1468026	476532	0	5	1	0	50	46	21864535	2.103864e-06	3.085534e-06	3.405934e-06	2.098495e-06	NaN	2.098495e-06
A1CF	1957368	550830	0	8	4	0	2	4	1119167	3.574087e-06	4.784311e-06	4.087121e-06	7.261769e-06	NaN	7.261769e-06
A2BP1	1457778	385581	0	0	0	0	50	95	49014049	1.938220e-06	0	0	0	NaN	0
A2LD1	444934	152012	0	0	0	0	50	95	49014049	1.938220e-06	0	0	0	NaN	0
A2M	4567619	1280146	0	5	4	0	30	16	10466624	1.528669e-06	1.539050e-06	1.094662e-06	3.124644e-06	NaN	3.124644e-06
A2ML1	4526200	1245986	0	9	1	0	3	2	2892071	6.915460e-07	1.732446e-06	1.988423e-06	8.025772e-07	NaN	8.025772e-07
A4GALT	1032913	332633	0	1	0	0	50	42	32096736	1.308544e-06	7.323078e-07	9.681357e-07	0	NaN	0
A4GNT	1035475	285236	0	4	2	0	12	10	4027891	2.482689e-06	4.543008e-06	3.862961e-06	7.011738e-06	NaN	7.011738e-06
AAAS	1664019	517524	0	3	0	0	50	34	24688286	1.377171e-06	1.375173e-06	1.802864e-06	0	NaN	0
AACS	2117920	555527	0	2	1	0	38	24	17895143	1.341146e-06	1.122147e-06	9.443227e-07	1.800093e-06	NaN	1.800093e-06
AADAC	1220366	339892	0	3	1	0	50	42	19536104	2.149866e-06	2.563679e-06	2.458279e-06	2.942111e-06	NaN	2.942111e-06
AADACL2	1230187	335195	0	0	0	0	50	72	25316403	2.844006e-06	0	0	0	NaN	0
AADACL3	1073905	298046	0	2	2	0	19	16	8725745	1.833654e-06	2.915556e-06	1.862362e-06	6.710374e-06	NaN	6.710374e-06
AADACL4	1221647	361669	0	4	1	0	50	38	26580750	1.429606e-06	3.157929e-06	3.274268e-06	2.764959e-06	NaN	2.764959e-06
AADAT	1359995	343735	0	2	0	0	7	4	4797345	8.337945e-07	1.173895e-06	1.470594e-06	0	NaN	0
AAGAB	1002169	258335	0	2	0	0	50	39	26051270	1.497048e-06	1.586667e-06	1.995671e-06	0	NaN	0
AAK1	2953132	846314	0	2	0	0	19	17	11877859	1.431234e-06	5.263925e-07	6.772471e-07	0	NaN	0
AAMP	1347612	377895	0	0	0	0	50	24	17122700	1.401648e-06	0	0	0	NaN	0
AANAT	749812	237839	0	1	0	0	20	21	8897399	2.360240e-06	1.012503e-06	1.333668e-06	0	NaN	0
AARS	2983449	842898	0	1	0	0	18	7	7084357	9.880925e-07	2.613459e-07	3.351825e-07	0	NaN	0
AARS2	2946300	953064	0	5	1	0	7	3	3282349	9.139796e-07	1.538712e-06	1.697044e-06	1.049247e-06	NaN	1.049247e-06
AARSD1	1887767	507703	0	0	0	0	50	24	21202685	1.131932e-06	0	0	0	NaN	0
AASDH	3370311	924882	0	4	1	0	19	24	13762637	1.743852e-06	1.164092e-06	1.186834e-06	1.081219e-06	NaN	1.081219e-06
AASDHPPT	968436	248514	0	4	0	0	50	38	17857994	2.127899e-06	3.286906e-06	4.130371e-06	0	NaN	0
AASS	2900184	780129	0	2	2	0	0	2	780129	2.563679e-06	1.086864e-06	6.896114e-07	2.563679e-06	NaN	2.563679e-06
AATF	1764364	447923	0	3	1	0	50	23	15823339	1.453549e-06	1.808084e-06	1.700329e-06	2.232527e-06	NaN	2.232527e-06
AATK	4021486	1331813	0	3	1	0	3	10	4154710	2.406907e-06	7.472028e-07	7.459929e-07	7.508562e-07	NaN	7.508562e-07
ABAT	1588440	413763	0	3	0	0	9	7	3649142	1.918259e-06	1.498350e-06	1.888645e-06	0	NaN	0
ABCA1	7021588	1922354	0	11	3	0	28	23	14403564	1.596827e-06	1.565305e-06	1.566597e-06	1.560587e-06	NaN	1.560587e-06
ABCA10	4889150	1228906	0	8	3	0	14	12	7507941	1.598308e-06	1.797957e-06	1.636276e-06	2.441196e-06	NaN	2.441196e-06
ABCA12	8110438	2169587	0	16	5	0	22	17	11728836	1.449419e-06	2.042797e-06	1.972766e-06	2.304586e-06	NaN	2.304586e-06
ABCA13	15446725	4091087	0	40	8	0	2	11	4768736	2.306691e-06	2.456775e-06	2.589546e-06	1.955471e-06	NaN	1.955471e-06
ABCA2	7515200	2302384	0	9	2	0	14	4	6300385	6.348818e-07	1.120439e-06	1.197573e-06	8.686648e-07	NaN	8.686648e-07
ABCA3	5176094	1529941	0	7	5	0	29	28	14158893	1.977556e-06	1.789433e-06	1.352371e-06	3.268100e-06	NaN	3.268100e-06
ABCA4	7028420	1961638	0	10	6	0	29	16	17063774	9.376589e-07	1.779744e-06	1.422795e-06	3.058668e-06	NaN	3.058668e-06
ABCA5	5199579	1309182	0	5	1	0	9	7	6705608	1.043902e-06	9.218344e-07	9.616163e-07	7.638357e-07	NaN	7.638357e-07
ABCA6	5113325	1299361	0	7	4	0	48	70	22843646	3.064309e-06	1.715350e-06	1.368972e-06	3.078436e-06	NaN	3.078436e-06
ABCA7	6383650	2097851	0	7	5	0	25	17	9969169	1.705257e-06	1.414844e-06	1.096551e-06	2.383391e-06	NaN	2.383391e-06
ABCA8	4963875	1305339	0	9	2	0	32	49	17761492	2.758777e-06	1.754606e-06	1.813100e-06	1.532169e-06	NaN	1.532169e-06
ABCA9	5097953	1341634	0	9	1	0	1	3	2646973	1.133370e-06	1.552895e-06	1.765414e-06	7.453598e-07	NaN	7.453598e-07
ABCB1	3958717	1102514	0	14	2	0	26	7	14698194	4.762490e-07	3.161286e-06	3.536499e-06	1.814036e-06	NaN	1.814036e-06
ABCB10	2180262	723765	0	0	0	0	45	26	20244497	1.284300e-06	0	0	0	NaN	0
ABCB11	4092795	1125999	0	4	4	0	17	16	9060940	1.765821e-06	1.532921e-06	9.773272e-07	3.552401e-06	NaN	3.552401e-06
ABCB4	3978359	1108492	0	10	3	0	50	54	23047325	2.343005e-06	2.555609e-06	2.513599e-06	2.706379e-06	NaN	2.706379e-06
ABCB5	3942918	1077321	0	9	5	0	16	20	6309779	3.169683e-06	2.788712e-06	2.282573e-06	4.641142e-06	NaN	4.641142e-06
ABCB6	2539369	792512	0	4	2	0	13	8	5525807	1.447752e-06	1.800785e-06	1.575194e-06	2.523621e-06	NaN	2.523621e-06
ABCB7	2321599	658007	0	3	0	0	2	1	1036329	9.649445e-07	1.006845e-06	1.292213e-06	0	NaN	0
ABCB8	2132438	710101	0	4	0	0	3	1	2348927	4.257263e-07	1.407193e-06	1.875787e-06	0	NaN	0
ABCB9	2289574	714371	0	0	1	0	13	10	5975011	1.673637e-06	3.328956e-07	0	1.399833e-06	NaN	1.399833e-06
ABCC1	4692730	1348466	0	3	9	0	0	9	1348466	6.674251e-06	1.986362e-06	6.392867e-07	6.674251e-06	NaN	6.674251e-06
ABCC10	4265730	1461621	0	5	1	0	5	2	3223423	6.204584e-07	1.047605e-06	1.172132e-06	6.841719e-07	NaN	6.841719e-07
ABCC11	4253774	1209691	0	7	3	0	0	3	1209691	2.479972e-06	1.830340e-06	1.645598e-06	2.479972e-06	NaN	2.479972e-06
ABCC12	4191432	1178520	0	7	1	0	5	6	3122224	1.921707e-06	1.489771e-06	1.670074e-06	8.485219e-07	NaN	8.485219e-07
ABCC2	4756353	1343769	0	4	0	0	0	0	1343769	0	6.557246e-07	8.409805e-07	0	NaN	0
ABCC3	4689741	1443687	0	3	2	0	15	9	6587329	1.366259e-06	8.152048e-07	6.396942e-07	1.385342e-06	NaN	1.385342e-06
ABCC4	4158126	1151619	0	1	1	0	0	1	1151619	8.683427e-07	3.766659e-07	2.404930e-07	8.683427e-07	NaN	8.683427e-07
ABCC5	4452756	1275876	0	8	2	0	50	34	24285198	1.400030e-06	1.745617e-06	1.796640e-06	1.567550e-06	NaN	1.567550e-06
ABCC6	4576159	1461194	0	4	1	0	13	8	7849114	1.019223e-06	8.281775e-07	8.740955e-07	6.843718e-07	NaN	6.843718e-07
ABCC8	4844742	1429596	0	16	2	0	6	4	2699921	1.481525e-06	2.868829e-06	3.302549e-06	1.398997e-06	NaN	1.398997e-06
ABCC9	4965156	1362984	0	22	2	0	4	3	2532537	1.184583e-06	3.792584e-06	4.430878e-06	1.467369e-06	NaN	1.467369e-06
ABCD1	2194353	718641	0	2	2	0	50	43	27390769	1.569872e-06	1.373158e-06	9.114304e-07	2.783031e-06	NaN	2.783031e-06
ABCD2	2265662	628117	0	5	1	0	12	17	4384436	3.877352e-06	2.073413e-06	2.206861e-06	1.592060e-06	NaN	1.592060e-06
ABCD3	2131584	557235	0	3	0	0	11	7	6479298	1.080364e-06	1.115731e-06	1.407404e-06	0	NaN	0
ABCD4	1895453	529480	0	6	3	0	2	3	1597407	1.878044e-06	3.711443e-06	3.165470e-06	5.665936e-06	NaN	5.665936e-06
ABCE1	1912106	484645	0	4	0	0	1	0	641781	0	1.668926e-06	2.091934e-06	0	NaN	0
ABCF1	2686257	690459	0	11	0	0	12	2	5213243	3.836384e-07	3.257603e-06	4.094917e-06	0	NaN	0
ABCF2	1991101	528626	0	1	1	0	26	17	15888243	1.069974e-06	7.937368e-07	5.022347e-07	1.891697e-06	NaN	1.891697e-06
ABCF3	2203747	627263	0	7	0	0	50	30	21873929	1.371496e-06	2.472616e-06	3.176408e-06	0	NaN	0
ABCG1	2245593	653310	0	1	1	0	42	28	22346191	1.253010e-06	6.899162e-07	4.453167e-07	1.530667e-06	NaN	1.530667e-06
ABCG2	2041487	556381	0	3	0	0	50	41	26661026	1.537825e-06	1.154793e-06	1.469517e-06	0	NaN	0
ABCG4	1972740	585417	0	7	2	0	50	57	26453504	2.154724e-06	3.518158e-06	3.548364e-06	3.416368e-06	NaN	3.416368e-06
ABCG5	1978718	588406	0	0	1	0	19	19	8159970	2.328440e-06	3.895410e-07	0	1.699507e-06	NaN	1.699507e-06
ABCG8	2065826	588406	0	7	1	0	0	1	588406	1.699507e-06	3.014055e-06	3.388475e-06	1.699507e-06	NaN	1.699507e-06
ABHD1	1230187	376187	0	4	1	0	50	25	18997230	1.315981e-06	3.112600e-06	3.251538e-06	2.658252e-06	NaN	2.658252e-06
ABHD10	935557	267302	0	2	0	0	50	28	25890718	1.081469e-06	1.662705e-06	2.137764e-06	0	NaN	0
ABHD11	1210118	379603	0	3	0	0	3	1	1648220	6.067151e-07	1.887124e-06	2.479097e-06	0	NaN	0
ABHD12	1310463	361242	0	3	0	0	50	17	28787486	5.905344e-07	1.794575e-06	2.289267e-06	0	NaN	0
ABHD12B	934703	243817	0	0	0	0	50	44	22943564	1.917749e-06	0	0	0	NaN	0
ABHD13	1016687	287371	0	0	0	0	14	19	4828516	3.934956e-06	0	0	0	NaN	0
ABHD14A	792085	273707	0	1	0	0	50	28	20742379	1.349893e-06	9.382694e-07	1.262491e-06	0	NaN	0
ABHD14B	621285	204960	0	0	0	0	50	25	21099351	1.184871e-06	0	0	0	NaN	0
ABHD15	1345050	465003	0	3	1	0	50	27	20890548	1.292451e-06	2.209880e-06	2.230400e-06	2.150524e-06	NaN	2.150524e-06
ABHD2	1327543	355691	0	2	1	0	50	40	23298828	1.716825e-06	1.782283e-06	1.506543e-06	2.811429e-06	NaN	2.811429e-06
ABHD3	1266482	350140	0	1	0	0	13	4	6708597	5.962499e-07	6.185738e-07	7.895888e-07	0	NaN	0
ABHD4	1050847	300608	0	1	0	0	50	21	22619471	9.284037e-07	7.399432e-07	9.516133e-07	0	NaN	0
ABHD5	1078175	297619	0	3	0	0	50	43	25709243	1.672550e-06	2.180559e-06	2.782480e-06	0	NaN	0
ABHD6	1054690	285236	0	0	0	0	6	3	1640961	1.828197e-06	0	0	0	NaN	0
ABHD8	1291248	420168	0	4	1	0	50	47	24486315	1.919439e-06	2.921557e-06	3.097778e-06	2.380000e-06	NaN	2.380000e-06
ABI1	1610217	472689	0	1	0	0	0	0	472689	0	4.800985e-07	6.210343e-07	0	NaN	0
ABI2	1459486	415898	0	3	0	0	50	40	27208867	1.470109e-06	1.599672e-06	2.055518e-06	0	NaN	0
ABI3	1088423	357826	0	0	0	0	50	24	19676587	1.219724e-06	0	0	0	NaN	0
ABI3BP	3393369	918477	0	4	3	0	13	4	9129260	4.381516e-07	1.623435e-06	1.178770e-06	3.266277e-06	NaN	3.266277e-06
ABL1	3516345	1060668	0	5	2	0	16	16	6518155	2.454682e-06	1.529382e-06	1.421931e-06	1.885604e-06	NaN	1.885604e-06
ABL2	3705506	1100806	0	8	1	0	4	3	3041521	9.863486e-07	1.872538e-06	2.158949e-06	9.084253e-07	NaN	9.084253e-07
ABLIM1	2613667	687470	0	2	0	0	13	5	5313161	9.410594e-07	6.058519e-07	7.652084e-07	0	NaN	0
ABLIM2	2109807	541863	0	3	0	0	19	11	6263663	1.756161e-06	1.131362e-06	1.421931e-06	0	NaN	0
ABLIM3	2190510	555954	0	5	2	0	50	24	20430669	1.174705e-06	2.548732e-06	2.282573e-06	3.597420e-06	NaN	3.597420e-06
ABO	1076467	319823	0	2	0	0	50	42	24770270	1.695581e-06	1.432367e-06	1.857930e-06	0	NaN	0
ABP1	2236626	676368	0	0	0	0	26	9	11434633	7.870825e-07	0	0	0	NaN	0
ABR	2830156	765611	0	4	2	0	50	49	25205383	1.944029e-06	1.668629e-06	1.413350e-06	2.612293e-06	NaN	2.612293e-06
ABRA	1156316	319396	0	2	3	0	4	3	933849	3.212511e-06	3.388195e-06	1.729631e-06	9.392729e-06	NaN	9.392729e-06
ABT1	812154	249795	0	1	1	0	14	14	4601352	3.042584e-06	1.883330e-06	1.231294e-06	4.003283e-06	NaN	4.003283e-06
ABTB1	1472723	427000	0	6	2	0	41	31	17149174	1.807667e-06	4.211140e-06	4.074086e-06	4.683841e-06	NaN	4.683841e-06
ABTB2	2572248	737856	0	2	0	0	17	5	6840113	7.309821e-07	6.042106e-07	7.775300e-07	0	NaN	0
ACAA1	1291675	397964	0	0	0	0	27	16	13596534	1.176770e-06	0	0	0	NaN	0
ACAA2	1224209	351421	0	0	0	0	14	6	4913489	1.221128e-06	0	0	0	NaN	0
ACACA	7469938	2044049	0	15	4	0	50	20	22228766	8.997351e-07	1.997060e-06	2.008049e-06	1.956900e-06	NaN	1.956900e-06
ACACB	7573272	2140551	0	10	6	0	8	9	4934839	1.823768e-06	1.647137e-06	1.320433e-06	2.803017e-06	NaN	2.803017e-06
ACAD10	3332735	967582	0	10	3	0	50	27	16669653	1.619710e-06	3.023033e-06	3.000539e-06	3.100512e-06	NaN	3.100512e-06
ACAD11	2450126	648613	0	4	1	0	48	30	22655339	1.324191e-06	1.613560e-06	1.632569e-06	1.541751e-06	NaN	1.541751e-06
ACAD8	1292102	360388	0	0	0	0	50	40	24829196	1.611007e-06	0	0	0	NaN	0
ACAD9	1930040	547414	0	1	0	0	5	3	1831403	1.638088e-06	4.036402e-07	5.181240e-07	0	NaN	0
ACADL	1345050	362523	0	3	1	0	50	41	20831622	1.968162e-06	2.342506e-06	2.230400e-06	2.758446e-06	NaN	2.758446e-06
ACADM	1342488	350994	0	2	0	0	50	56	23561006	2.376809e-06	1.180999e-06	1.489771e-06	0	NaN	0
ACADS	1259650	373625	0	1	2	0	3	2	1308755	1.528170e-06	1.836800e-06	7.938713e-07	5.352961e-06	NaN	5.352961e-06
ACADSB	1353163	362096	0	3	1	0	50	38	22942283	1.656330e-06	2.332009e-06	2.217028e-06	2.761699e-06	NaN	2.761699e-06
ACADVL	2025261	595665	0	3	2	0	26	13	8973405	1.448725e-06	1.907723e-06	1.481291e-06	3.357592e-06	NaN	3.357592e-06
ACAN	7358491	2455250	0	11	1	0	10	4	6628321	6.034711e-07	1.222775e-06	1.494872e-06	4.072905e-07	NaN	4.072905e-07
ACAP1	2279753	678076	0	3	1	0	31	18	12402642	1.451304e-06	1.352343e-06	1.315932e-06	1.474761e-06	NaN	1.474761e-06
ACAP2	2499658	606767	0	4	0	0	50	32	20422129	1.566928e-06	1.287654e-06	1.600219e-06	0	NaN	0
ACAP3	2592317	737002	0	2	0	0	29	20	13305747	1.503110e-06	6.007235e-07	7.715106e-07	0	NaN	0
ACAT1	1327116	376614	0	0	0	0	50	23	20157816	1.140997e-06	0	0	0	NaN	0
ACAT2	1214815	355691	0	2	1	0	50	35	25499159	1.372594e-06	1.910212e-06	1.646341e-06	2.811429e-06	NaN	2.811429e-06
ACBD3	1628151	443226	0	5	0	0	50	25	22935451	1.090016e-06	2.413853e-06	3.070968e-06	0	NaN	0
ACBD4	1210972	187880	0	1	0	0	50	32	18648798	1.715928e-06	7.148719e-07	8.257829e-07	0	NaN	0
ACBD5	1675121	407785	0	1	1	0	50	33	23160907	1.424815e-06	9.601970e-07	5.969718e-07	2.452273e-06	NaN	2.452273e-06
